engagement_id,customer_id,product_id,session_duration,session_date,device_type,watched_fully
4786,1242,9,222,2024-09-12,Desktop,True
4787,1921,3,25,2024-04-16,Tablet,False
4788,1018,7,21,2024-03-24,Desktop,True
4789,876,2,247,2024-03-02,Desktop,True
4790,1948,3,8,2024-10-16,Mobile,True
4791,1156,6,52,2024-02-22,Tablet,False
4792,37,7,171,2024-06-13,Mobile,True
4793,1940,5,203,2024-10-08,Mobile,False
4794,792,4,72,2024-10-24,Desktop,True
4795,761,10,196,2024-03-06,Desktop,True
4796,1640,10,229,2024-07-30,Mobile,False
4797,1931,1,189,2024-05-28,Tablet,True
4798,1419,5,50,2024-07-10,Tablet,True
4799,206,1,257,2024-10-01,Mobile,True
4800,830,8,330,2024-09-13,Desktop,True
4801,1296,4,20,2024-06-13,Tablet,False
4802,1817,9,36,2024-09-11,Desktop,True
4803,1929,2,162,2024-09-28,Tablet,True
4804,1114,4,137,2024-05-08,Desktop,True
4805,1624,5,124,2024-11-12,Mobile,True
4806,569,9,105,2024-05-19,Tablet,True
4807,875,5,264,2024-04-27,Mobile,True
4808,766,10,100,2024-01-04,Tablet,True
4809,1143,9,197,2024-02-16,Desktop,False
4810,1005,9,286,2024-01-30,Mobile,True
4811,1908,10,32,2024-05-18,Mobile,True
4812,1786,1,211,2024-06-22,Tablet,False
4813,276,9,6,2024-07-04,Desktop,False
4814,1246,1,148,2024-05-17,Mobile,True
4815,1213,8,345,2024-02-08,Mobile,True
4816,1993,6,78,2024-09-28,Desktop,True
4817,865,3,334,2024-07-01,Desktop,True
4818,1102,4,343,2024-09-20,Mobile,False
4819,1492,5,282,2024-06-02,Mobile,True
4820,732,7,174,2024-05-04,Mobile,False
4821,945,2,17,2024-10-15,Desktop,True
4822,1843,10,162,2024-01-27,Tablet,True
4823,784,5,152,2024-03-11,Desktop,True
4824,748,1,60,2024-02-05,Mobile,False
4825,393,5,308,2024-11-06,Mobile,True
4826,1643,1,93,2024-07-09,Desktop,True
4827,1241,6,348,2024-07-12,Tablet,True
4828,1262,1,135,2024-06-25,Desktop,True
4829,1474,5,228,2024-11-11,Mobile,False
4830,1876,6,191,2024-03-18,Mobile,True
4831,409,2,266,2024-01-31,Desktop,True
4832,1832,1,250,2024-07-12,Desktop,False
4833,637,1,22,2024-09-13,Mobile,True
4834,1527,9,136,2024-05-20,Tablet,True
4835,113,4,1,2024-10-13,Tablet,True
4836,1182,5,117,2024-03-10,Mobile,True
4837,1041,7,289,2024-04-17,Mobile,False
4838,1024,4,97,2024-01-07,Desktop,True
4839,388,6,349,2024-09-13,Mobile,False
4840,1555,7,149,2024-08-12,Desktop,False
4841,536,7,287,2024-04-22,Mobile,True
4842,1031,9,168,2024-10-16,Mobile,False
4843,662,3,271,2024-06-28,Tablet,False
4844,1717,4,296,2024-01-19,Desktop,True
4845,1124,5,265,2024-06-04,Tablet,True
4846,1512,8,162,2024-05-04,Desktop,True
4847,170,1,247,2024-03-06,Desktop,True
4848,899,1,135,2024-05-21,Tablet,False
4849,871,3,268,2024-06-13,Desktop,True
4850,1288,10,231,2024-06-15,Desktop,True
4851,922,3,250,2024-08-26,Mobile,True
4852,1805,9,266,2024-08-25,Tablet,False
4853,1963,7,186,2024-08-24,Tablet,False
4854,102,5,80,2024-03-06,Tablet,False
4855,698,4,74,2024-02-07,Mobile,True
4856,995,6,176,2024-02-09,Tablet,True
4857,1442,3,178,2024-09-02,Tablet,True
4858,1400,3,19,2024-03-17,Tablet,False
4859,901,5,212,2024-01-06,Mobile,True
4860,453,1,116,2024-03-15,Tablet,True
4861,306,9,30,2024-03-26,Mobile,False
4862,203,10,66,2024-02-08,Tablet,False
4863,1490,3,307,2024-08-17,Desktop,True
4864,1864,10,127,2024-05-29,Desktop,True
4865,1233,10,357,2024-04-24,Mobile,True
4866,1133,9,358,2024-06-12,Tablet,True
4867,1388,9,187,2024-06-02,Desktop,False
4868,105,2,313,2024-01-28,Mobile,False
4869,1384,6,60,2024-09-10,Desktop,False
4870,1590,10,319,2024-02-05,Tablet,False
4871,1400,10,280,2024-11-08,Mobile,True
4872,1068,3,180,2024-10-16,Desktop,False
4873,487,1,198,2024-07-27,Tablet,True
4874,1679,1,252,2024-11-10,Tablet,True
4875,1538,8,228,2024-07-29,Tablet,True
4876,749,7,152,2024-06-04,Mobile,False
4877,1138,4,298,2024-04-26,Tablet,False
4878,413,9,82,2024-06-27,Mobile,True
4879,1949,4,334,2024-01-17,Mobile,False
4880,133,4,18,2024-06-02,Desktop,False
4881,1846,5,336,2024-10-23,Tablet,True
4882,974,4,71,2024-04-16,Desktop,True
4883,1957,8,286,2024-04-14,Desktop,True
4884,1087,8,186,2024-06-05,Desktop,False
4885,1106,6,186,2024-02-07,Tablet,True
4886,50,10,172,2024-07-08,Tablet,False
4887,1373,7,286,2024-08-29,Tablet,True
4888,131,2,44,2024-10-13,Tablet,False
4889,1777,5,207,2024-03-07,Mobile,True
4890,1884,3,124,2024-05-22,Mobile,False
4891,1380,8,302,2024-03-15,Mobile,False
4892,53,6,244,2024-03-26,Tablet,False
4893,629,5,276,2024-10-04,Tablet,True
4894,79,9,101,2024-09-13,Tablet,False
4895,1076,9,203,2024-01-01,Desktop,False
4896,497,3,268,2024-06-20,Desktop,True
4897,219,6,197,2024-06-30,Mobile,True
4898,1418,7,13,2024-05-05,Mobile,False
4899,467,10,229,2024-01-01,Tablet,False
4900,1554,1,133,2024-05-31,Tablet,True
4901,82,2,104,2024-05-23,Tablet,True
4902,583,5,227,2024-03-16,Mobile,False
4903,232,8,276,2024-02-14,Tablet,False
4904,164,2,209,2024-08-03,Tablet,True
4905,1707,8,142,2024-02-12,Desktop,False
4906,858,5,107,2024-05-28,Mobile,True
4907,623,4,236,2024-07-22,Tablet,False
4908,1110,10,272,2024-04-10,Tablet,True
4909,54,5,85,2024-03-19,Tablet,True
4910,964,7,340,2024-06-12,Tablet,True
4911,644,6,56,2024-05-12,Desktop,False
4912,1038,7,90,2024-05-08,Tablet,False
4913,1354,9,75,2024-01-23,Tablet,True
4914,359,3,150,2024-04-22,Desktop,True
4915,1948,2,221,2024-01-26,Tablet,False
4916,62,7,2,2024-09-20,Mobile,False
4917,1675,8,335,2024-02-29,Tablet,True
4918,1994,10,255,2024-05-26,Desktop,True
4919,1442,7,206,2024-08-29,Tablet,True
4920,1675,10,74,2024-02-10,Desktop,False
4921,914,6,231,2024-01-08,Tablet,False
4922,154,3,249,2024-05-03,Desktop,True
4923,1418,1,50,2024-10-03,Tablet,True
4924,120,3,245,2024-05-27,Tablet,False
4925,257,10,320,2024-05-17,Tablet,False
4926,486,1,143,2024-02-27,Desktop,False
4927,450,2,278,2024-08-08,Desktop,True
4928,1658,5,206,2024-06-03,Tablet,True
4929,1374,1,151,2024-07-23,Tablet,False
4930,35,10,128,2024-03-07,Desktop,True
4931,1048,10,295,2024-03-05,Tablet,False
4932,916,10,163,2024-09-09,Desktop,True
4933,1570,10,55,2024-07-26,Mobile,False
4934,389,9,30,2024-04-30,Desktop,False
4935,1193,10,20,2024-04-29,Tablet,True
4936,1455,8,13,2024-01-11,Tablet,False
4937,1796,9,132,2024-08-22,Desktop,True
4938,445,8,54,2024-07-18,Tablet,True
4939,1349,4,229,2024-06-20,Tablet,True
4940,1454,5,196,2024-09-30,Desktop,True
4941,615,9,240,2024-09-07,Mobile,True
4942,1189,5,240,2024-08-07,Mobile,True
4943,1689,7,104,2024-10-07,Mobile,True
4944,1379,1,148,2024-08-17,Desktop,False
4945,1650,6,1,2024-07-19,Tablet,False
4946,1380,2,154,2024-11-08,Tablet,True
4947,1723,3,149,2024-03-08,Mobile,True
4948,1151,3,137,2024-04-17,Desktop,True
4949,829,1,115,2024-02-13,Tablet,True
4950,697,5,231,2024-06-08,Tablet,True
4951,1900,10,259,2024-09-15,Desktop,True
4952,422,3,189,2024-07-02,Desktop,True
4953,148,3,81,2024-07-10,Desktop,True
4954,1244,7,121,2024-06-21,Mobile,True
4955,1934,8,27,2024-10-13,Tablet,False
4956,1442,4,343,2024-01-24,Desktop,True
4957,2,8,201,2024-09-30,Mobile,True
4958,1521,3,2,2024-07-22,Tablet,True
4959,1581,5,147,2024-02-14,Desktop,True
4960,445,5,15,2024-05-24,Mobile,False
4961,563,7,267,2024-01-14,Tablet,True
4962,1609,1,194,2024-07-26,Tablet,True
4963,911,2,34,2024-07-03,Tablet,True
4964,1844,7,136,2024-06-28,Tablet,True
4965,1888,1,200,2024-03-14,Desktop,True
4966,262,8,276,2024-03-03,Desktop,False
4967,1214,4,28,2024-02-06,Desktop,False
4968,1851,1,22,2024-04-09,Mobile,False
4969,1297,5,240,2024-01-14,Mobile,False
4970,1803,10,139,2024-06-06,Tablet,True
4971,1971,6,129,2024-07-21,Tablet,False
4972,1165,10,125,2024-06-07,Desktop,True
4973,1281,9,6,2024-01-08,Tablet,False
4974,245,2,139,2024-10-22,Mobile,False
4975,853,3,55,2024-10-22,Mobile,False
4976,653,8,2,2024-10-21,Desktop,False
4977,260,6,261,2024-02-06,Mobile,True
4978,1695,4,73,2024-02-05,Mobile,True
4979,514,7,275,2024-01-19,Mobile,True
4980,775,7,356,2024-05-31,Tablet,False
4981,1444,9,56,2024-06-17,Desktop,True
4982,898,4,295,2024-01-01,Desktop,True
4983,1289,3,151,2024-07-11,Desktop,False
4984,889,2,122,2024-04-05,Desktop,True
4985,1217,4,261,2024-04-28,Desktop,True
4986,1234,10,141,2024-10-27,Desktop,True
4987,1954,2,275,2024-11-07,Mobile,False
4988,79,3,350,2024-10-23,Tablet,False
4989,942,6,271,2024-01-16,Desktop,False
4990,529,5,148,2024-04-28,Desktop,True
4991,1987,1,54,2024-01-15,Mobile,True
4992,89,6,141,2024-09-14,Tablet,True
4993,524,8,172,2024-09-14,Tablet,False
4994,1799,9,38,2024-07-01,Desktop,False
4995,1207,6,100,2024-08-27,Mobile,False
4996,387,5,79,2024-07-02,Desktop,False
4997,283,7,358,2024-11-03,Desktop,True
4998,1341,7,129,2024-02-04,Tablet,True
4999,389,2,59,2024-02-09,Desktop,True
5000,406,1,141,2024-03-23,Mobile,True
5001,453,4,237,2024-09-30,Desktop,True
5002,1502,7,237,2024-07-10,Mobile,False
5003,814,8,66,2024-01-04,Mobile,False
5004,217,6,152,2024-03-06,Mobile,False
5005,1355,2,273,2024-05-10,Desktop,False
5006,897,10,5,2024-09-03,Mobile,True
5007,652,3,258,2024-09-09,Mobile,True
5008,1271,8,188,2024-03-10,Desktop,True
5009,36,7,64,2024-01-07,Mobile,True
5010,430,9,3,2024-09-19,Desktop,False
5011,1171,7,156,2024-06-01,Mobile,True
5012,1606,10,82,2024-05-10,Mobile,True
5013,1197,3,266,2024-09-25,Tablet,False
5014,1805,10,251,2024-03-19,Desktop,True
5015,1797,10,87,2024-03-17,Tablet,False
5016,35,5,127,2024-08-07,Desktop,True
5017,1101,2,273,2024-03-05,Mobile,False
5018,1249,9,203,2024-01-17,Tablet,False
5019,121,7,343,2024-08-23,Desktop,True
5020,1466,4,192,2024-03-22,Mobile,False
5021,362,5,218,2024-02-28,Mobile,False
5022,558,4,282,2024-10-22,Desktop,True
5023,304,9,189,2024-08-11,Desktop,False
5024,1191,6,218,2024-05-07,Tablet,True
5025,1359,3,179,2024-06-20,Desktop,False
5026,646,8,351,2024-01-29,Mobile,True
5027,1518,4,219,2024-11-02,Desktop,False
5028,1695,10,290,2024-05-24,Mobile,True
5029,53,5,136,2024-09-07,Mobile,True
5030,905,10,273,2024-02-21,Desktop,True
5031,1780,5,226,2024-07-30,Mobile,True
5032,1971,9,245,2024-09-27,Mobile,True
5033,1729,10,23,2024-10-27,Desktop,False
5034,278,3,308,2024-10-22,Mobile,False
5035,1509,1,170,2024-07-22,Mobile,False
5036,1710,2,102,2024-06-21,Mobile,False
5037,622,10,163,2024-01-29,Mobile,True
5038,1042,8,159,2024-09-12,Mobile,True
5039,470,10,235,2024-04-25,Mobile,True
5040,974,2,44,2024-05-08,Mobile,False
5041,222,3,248,2024-10-13,Tablet,False
5042,172,9,54,2024-07-18,Tablet,True
5043,1778,3,59,2024-05-29,Desktop,False
5044,643,4,56,2024-05-13,Tablet,True
5045,1716,9,58,2024-05-04,Mobile,True
5046,488,2,196,2024-02-23,Desktop,True
5047,930,6,179,2024-03-26,Tablet,False
5048,1420,1,35,2024-02-08,Mobile,True
5049,1108,7,264,2024-11-13,Mobile,True
5050,538,4,35,2024-08-02,Mobile,False
5051,736,4,222,2024-03-06,Mobile,True
5052,1537,9,346,2024-03-18,Tablet,False
5053,1088,3,141,2024-03-17,Mobile,True
5054,1703,5,283,2024-04-25,Desktop,False
5055,1902,3,272,2024-05-26,Tablet,True
5056,1716,7,191,2024-08-18,Tablet,False
5057,1154,6,94,2024-01-22,Desktop,True
5058,880,4,226,2024-04-30,Mobile,False
5059,889,2,191,2024-02-15,Desktop,False
5060,1653,2,165,2024-03-26,Tablet,True
5061,1262,8,340,2024-05-09,Desktop,False
5062,1328,5,191,2024-01-04,Desktop,False
5063,736,4,238,2024-09-07,Tablet,True
5064,1094,3,295,2024-05-10,Tablet,True
5065,1218,5,51,2024-03-10,Mobile,True
5066,455,3,42,2024-01-13,Tablet,False
5067,596,1,182,2024-08-03,Desktop,False
5068,1300,3,256,2024-05-13,Desktop,False
5069,858,3,242,2024-09-17,Mobile,True
5070,936,6,6,2024-05-24,Mobile,True
5071,1584,1,108,2024-03-17,Tablet,False
5072,1053,10,116,2024-05-24,Tablet,False
5073,12,8,357,2024-02-17,Mobile,True
5074,1735,3,239,2024-06-18,Mobile,True
5075,990,10,74,2024-01-08,Mobile,True
5076,1468,2,152,2024-10-30,Desktop,True
5077,896,5,293,2024-04-05,Mobile,False
5078,1158,5,338,2024-09-18,Tablet,True
5079,186,5,37,2024-02-15,Mobile,False
5080,1002,4,334,2024-11-03,Tablet,True
5081,1607,2,31,2024-01-29,Mobile,False
5082,1438,4,281,2024-10-15,Desktop,False
5083,1528,2,105,2024-06-26,Mobile,False
5084,1586,10,337,2024-04-09,Tablet,True
5085,853,5,164,2024-04-03,Mobile,False
5086,1449,8,19,2024-06-25,Mobile,False
5087,521,8,24,2024-08-26,Desktop,True
5088,307,9,47,2024-10-09,Desktop,True
5089,1962,6,46,2024-01-30,Desktop,False
5090,1245,4,183,2024-05-04,Desktop,True
5091,17,5,255,2024-03-26,Mobile,True
5092,542,6,208,2024-03-16,Tablet,True
5093,100,3,310,2024-04-09,Desktop,False
5094,802,8,90,2024-02-29,Mobile,True
5095,220,8,126,2024-06-27,Desktop,True
5096,1219,6,304,2024-07-14,Tablet,True
5097,875,2,140,2024-08-01,Tablet,False
5098,790,7,354,2024-01-17,Tablet,True
5099,81,2,128,2024-08-23,Mobile,True
5100,366,5,321,2024-03-12,Mobile,True
5101,612,9,258,2024-06-11,Tablet,True
5102,1299,1,60,2024-01-13,Tablet,False
5103,784,5,345,2024-04-18,Tablet,True
5104,1525,4,26,2024-09-30,Mobile,False
5105,1384,5,167,2024-02-23,Tablet,False
5106,203,6,175,2024-11-02,Desktop,True
5107,1161,9,327,2024-09-15,Mobile,True
5108,1297,8,176,2024-06-10,Tablet,False
5109,1665,5,84,2024-11-05,Tablet,True
5110,1744,8,117,2024-05-27,Mobile,False
5111,400,5,179,2024-07-01,Tablet,True
5112,1083,7,306,2024-01-14,Mobile,False
5113,515,1,211,2024-03-23,Mobile,False
5114,844,8,219,2024-01-17,Tablet,False
5115,1421,10,18,2024-01-23,Tablet,False
5116,1711,4,343,2024-03-02,Mobile,True
5117,1183,7,201,2024-02-24,Desktop,False
5118,1468,9,223,2024-01-05,Desktop,True
5119,1007,1,45,2024-06-20,Tablet,True
5120,922,1,98,2024-09-29,Mobile,True
5121,823,9,302,2024-01-27,Tablet,False
5122,1540,2,93,2024-04-15,Tablet,False
5123,146,7,213,2024-09-04,Desktop,True
5124,1705,9,324,2024-06-30,Tablet,False
5125,488,8,323,2024-07-27,Tablet,True
5126,1347,5,345,2024-02-14,Mobile,True
5127,650,8,163,2024-10-23,Tablet,True
5128,693,3,146,2024-10-06,Tablet,False
5129,803,9,135,2024-05-13,Mobile,True
5130,177,7,229,2024-06-29,Mobile,False
5131,861,7,29,2024-02-27,Tablet,False
5132,1155,10,71,2024-01-21,Tablet,False
5133,1205,10,23,2024-06-14,Desktop,False
5134,1671,9,141,2024-08-24,Mobile,False
5135,506,4,257,2024-10-18,Tablet,False
5136,639,9,85,2024-03-07,Desktop,False
5137,1034,2,119,2024-06-07,Mobile,False
5138,538,9,151,2024-08-06,Mobile,True
5139,1474,4,345,2024-04-26,Desktop,False
5140,471,7,25,2024-10-04,Mobile,True
5141,212,10,64,2024-06-28,Desktop,False
5142,807,6,292,2024-03-02,Desktop,False
5143,389,5,143,2024-04-06,Desktop,False
5144,140,4,59,2024-08-18,Tablet,True
5145,534,7,190,2024-10-11,Tablet,True
5146,1586,4,69,2024-11-05,Desktop,True
5147,312,6,5,2024-05-09,Tablet,True
5148,605,9,119,2024-10-20,Tablet,True
5149,1198,10,219,2024-06-01,Desktop,False
5150,1698,6,192,2024-04-06,Desktop,True
5151,340,8,112,2024-03-21,Desktop,True
5152,598,1,209,2024-04-18,Desktop,False
5153,936,10,162,2024-03-18,Desktop,True
5154,1750,5,69,2024-09-07,Desktop,False
5155,1224,2,70,2024-03-13,Mobile,False
5156,377,3,203,2024-03-15,Mobile,False
5157,1558,9,121,2024-01-05,Mobile,True
5158,339,3,111,2024-10-19,Tablet,True
5159,1499,6,298,2024-07-07,Tablet,True
5160,917,4,16,2024-04-28,Tablet,False
5161,515,1,195,2024-05-14,Tablet,False
5162,832,3,316,2024-10-27,Tablet,False
5163,1561,4,265,2024-08-28,Tablet,True
5164,945,3,139,2024-01-15,Mobile,True
5165,1052,7,290,2024-05-06,Mobile,False
5166,154,8,307,2024-04-21,Tablet,False
5167,1773,7,290,2024-03-02,Mobile,True
5168,756,10,341,2024-05-27,Desktop,False
5169,233,6,194,2024-03-20,Mobile,True
5170,1322,2,229,2024-10-11,Tablet,True
5171,689,7,310,2024-10-25,Desktop,True
5172,33,8,64,2024-11-07,Tablet,False
5173,333,7,20,2024-09-05,Mobile,True
5174,1089,2,274,2024-06-10,Desktop,True
5175,631,2,187,2024-03-09,Tablet,True
5176,1266,5,147,2024-03-10,Mobile,True
5177,1702,1,257,2024-03-18,Tablet,True
5178,158,6,90,2024-07-24,Desktop,True
5179,1236,8,168,2024-07-14,Mobile,False
5180,809,9,349,2024-02-06,Tablet,False
5181,1164,3,335,2024-07-13,Tablet,True
5182,1691,4,325,2024-01-06,Mobile,True
5183,1609,4,111,2024-11-09,Tablet,True
5184,372,10,182,2024-10-04,Mobile,False
5185,1104,6,71,2024-06-04,Tablet,True
5186,137,9,348,2024-02-26,Mobile,False
5187,1648,1,104,2024-11-10,Mobile,False
5188,1910,9,171,2024-08-15,Tablet,False
5189,1579,7,17,2024-05-23,Mobile,True
5190,1078,4,107,2024-06-15,Mobile,True
5191,1359,1,198,2024-03-05,Desktop,True
5192,1035,10,78,2024-07-25,Tablet,True
5193,1986,7,189,2024-08-20,Tablet,True
5194,61,1,291,2024-06-26,Mobile,True
5195,795,8,277,2024-05-25,Desktop,True
5196,1464,9,166,2024-09-24,Desktop,False
5197,565,2,352,2024-06-21,Desktop,True
5198,724,2,50,2024-03-25,Tablet,True
5199,1226,2,64,2024-02-07,Tablet,True
5200,878,5,330,2024-09-23,Tablet,False
5201,1912,6,101,2024-03-23,Mobile,True
5202,1078,8,240,2024-02-22,Mobile,True
5203,287,10,242,2024-10-03,Desktop,True
5204,1929,7,66,2024-02-09,Desktop,True
5205,1366,5,330,2024-07-27,Desktop,False
5206,731,1,276,2024-03-07,Tablet,False
5207,1564,7,310,2024-05-23,Desktop,False
5208,342,2,256,2024-07-13,Mobile,True
5209,1801,5,141,2024-01-25,Mobile,True
5210,778,5,8,2024-01-15,Mobile,False
5211,1827,5,351,2024-03-06,Tablet,False
5212,1920,5,264,2024-07-30,Desktop,True
5213,1102,4,288,2024-08-12,Mobile,False
5214,1910,3,141,2024-08-28,Tablet,True
5215,1241,8,16,2024-07-09,Mobile,True
5216,353,8,295,2024-04-30,Mobile,True
5217,1716,9,5,2024-06-09,Mobile,False
5218,1861,6,32,2024-10-15,Tablet,True
5219,1303,10,115,2024-10-01,Tablet,True
5220,1559,5,119,2024-08-14,Tablet,True
5221,1391,2,298,2024-10-25,Mobile,True
5222,498,10,30,2024-08-04,Desktop,False
5223,219,9,84,2024-11-11,Mobile,True
5224,1036,5,353,2024-01-22,Mobile,True
5225,963,9,95,2024-03-23,Mobile,True
5226,478,8,103,2024-08-22,Desktop,True
5227,267,3,241,2024-08-16,Desktop,True
5228,1775,2,147,2024-10-21,Mobile,False
5229,234,6,322,2024-09-17,Tablet,True
5230,1258,6,172,2024-01-11,Tablet,False
5231,875,2,159,2024-02-26,Tablet,True
5232,519,7,195,2024-02-17,Tablet,True
5233,1383,4,276,2024-08-11,Desktop,True
5234,1461,7,152,2024-02-02,Mobile,False
5235,1930,6,359,2024-08-09,Tablet,True
5236,816,1,359,2024-04-29,Desktop,True
5237,740,7,337,2024-11-04,Tablet,False
5238,1096,5,183,2024-06-29,Mobile,True
5239,809,5,127,2024-09-27,Mobile,False
5240,654,2,279,2024-06-21,Mobile,False
5241,858,7,339,2024-07-07,Tablet,True
5242,143,4,157,2024-03-05,Tablet,True
5243,37,5,243,2024-04-03,Tablet,True
5244,1237,10,84,2024-06-08,Tablet,True
5245,305,5,128,2024-06-25,Desktop,False
5246,1876,3,169,2024-10-01,Mobile,False
5247,1207,2,27,2024-07-08,Mobile,True
5248,1516,9,159,2024-07-03,Desktop,False
5249,795,8,189,2024-01-14,Mobile,False
5250,324,3,30,2024-10-09,Desktop,False
5251,1804,4,38,2024-08-06,Tablet,True
5252,1284,5,323,2024-03-04,Mobile,True
5253,1582,8,340,2024-01-08,Tablet,True
5254,1911,4,31,2024-02-08,Tablet,True
5255,1983,10,7,2024-10-22,Desktop,True
5256,1805,7,50,2024-01-02,Desktop,False
5257,962,6,5,2024-06-22,Tablet,True
5258,1811,1,229,2024-06-10,Desktop,True
5259,1859,3,293,2024-02-25,Mobile,False
5260,558,4,14,2024-05-30,Tablet,True
5261,1883,1,130,2024-06-02,Mobile,True
5262,1436,1,175,2024-05-30,Mobile,True
5263,1782,5,219,2024-04-27,Tablet,True
5264,1190,5,57,2024-05-14,Tablet,True
5265,1782,6,340,2024-06-26,Desktop,True
5266,227,3,296,2024-04-05,Tablet,True
5267,396,3,142,2024-09-20,Tablet,True
5268,782,7,89,2024-04-28,Desktop,False
5269,810,4,29,2024-07-21,Mobile,True
5270,1087,4,8,2024-06-05,Desktop,True
5271,139,2,275,2024-02-20,Mobile,True
5272,798,2,64,2024-08-19,Tablet,True
5273,642,9,237,2024-04-13,Tablet,True
5274,1825,2,134,2024-09-14,Mobile,False
5275,746,4,216,2024-01-05,Tablet,False
5276,1043,8,121,2024-07-04,Mobile,True
5277,493,5,165,2024-01-05,Mobile,False
5278,59,4,38,2024-01-03,Tablet,False
5279,3,10,294,2024-10-03,Desktop,True
5280,746,1,275,2024-04-01,Tablet,False
5281,689,1,250,2024-02-10,Desktop,True
5282,1673,2,292,2024-02-22,Mobile,False
5283,1705,3,338,2024-09-30,Desktop,False
5284,886,3,183,2024-04-16,Tablet,False
5285,234,1,116,2024-08-21,Tablet,True
5286,219,7,140,2024-04-15,Desktop,True
5287,1353,9,7,2024-03-18,Mobile,False
5288,680,3,68,2024-08-22,Mobile,True
5289,1100,9,62,2024-04-27,Mobile,False
5290,1889,1,180,2024-10-08,Mobile,False
5291,1517,8,3,2024-11-05,Mobile,False
5292,985,6,78,2024-05-17,Desktop,True
5293,882,9,73,2024-04-11,Mobile,True
5294,221,10,10,2024-08-02,Mobile,False
5295,1828,3,26,2024-05-10,Tablet,True
5296,942,10,151,2024-08-15,Mobile,True
5297,1939,5,248,2024-03-10,Mobile,True
5298,904,1,97,2024-03-12,Desktop,False
5299,739,9,199,2024-03-03,Mobile,True
5300,1385,6,197,2024-09-07,Tablet,True
5301,1244,1,227,2024-11-06,Mobile,True
5302,1903,9,222,2024-10-10,Desktop,True
5303,191,10,164,2024-02-25,Desktop,True
5304,1093,4,54,2024-10-29,Desktop,True
5305,1991,5,328,2024-03-14,Tablet,True
5306,729,5,283,2024-05-09,Tablet,True
5307,1055,10,10,2024-03-16,Tablet,True
5308,1132,8,342,2024-07-30,Mobile,False
5309,1376,8,194,2024-07-22,Desktop,True
5310,871,10,13,2024-08-14,Tablet,False
5311,1096,7,157,2024-10-25,Desktop,False
5312,428,3,189,2024-09-24,Desktop,False
5313,763,6,283,2024-05-14,Desktop,True
5314,841,10,326,2024-08-08,Tablet,True
5315,1265,4,317,2024-10-14,Tablet,True
5316,1071,2,21,2024-11-06,Desktop,False
5317,1766,4,86,2024-06-08,Tablet,False
5318,269,9,329,2024-03-17,Mobile,True
5319,1991,3,282,2024-01-02,Mobile,False
5320,1624,3,349,2024-07-14,Mobile,False
5321,57,6,235,2024-03-27,Tablet,True
5322,136,10,267,2024-04-21,Tablet,False
5323,1939,5,360,2024-11-12,Mobile,False
5324,1692,2,214,2024-09-21,Desktop,True
5325,741,10,256,2024-08-11,Mobile,True
5326,1081,3,207,2024-04-30,Mobile,False
5327,845,8,102,2024-07-20,Desktop,False
5328,1376,10,199,2024-02-07,Desktop,False
5329,1603,6,113,2024-09-13,Desktop,True
5330,879,1,213,2024-02-02,Desktop,True
5331,1840,8,121,2024-06-16,Desktop,True
5332,1253,7,17,2024-07-30,Mobile,True
5333,1797,1,156,2024-02-02,Tablet,False
5334,1462,5,262,2024-01-21,Mobile,False
5335,1170,9,125,2024-09-28,Desktop,False
5336,1285,5,108,2024-01-14,Desktop,False
5337,38,6,174,2024-08-07,Mobile,True
5338,1677,6,297,2024-03-26,Desktop,True
5339,1083,1,3,2024-05-14,Desktop,False
5340,1536,5,45,2024-06-22,Desktop,True
5341,455,9,37,2024-01-11,Mobile,True
5342,515,3,103,2024-08-13,Desktop,True
5343,853,3,110,2024-03-16,Tablet,True
5344,1710,8,1,2024-07-29,Desktop,True
5345,884,3,299,2024-01-03,Mobile,True
5346,196,3,207,2024-06-10,Tablet,True
5347,1805,1,175,2024-02-05,Desktop,False
5348,984,10,82,2024-05-04,Mobile,False
5349,168,4,255,2024-06-30,Mobile,True
5350,942,3,234,2024-09-28,Tablet,False
5351,62,4,337,2024-04-03,Tablet,True
5352,505,7,24,2024-09-05,Mobile,True
5353,538,2,322,2024-04-27,Mobile,True
5354,1036,1,332,2024-01-07,Tablet,True
5355,228,1,132,2024-04-05,Desktop,True
5356,265,3,6,2024-05-04,Desktop,False
5357,1141,7,14,2024-02-06,Desktop,True
5358,451,6,360,2024-07-27,Desktop,False
5359,1444,6,213,2024-07-29,Desktop,False
5360,37,3,69,2024-01-13,Mobile,False
5361,640,3,301,2024-02-07,Desktop,False
5362,605,6,269,2024-02-29,Mobile,True
5363,471,8,229,2024-01-05,Desktop,True
5364,126,7,130,2024-01-21,Desktop,True
5365,374,4,172,2024-07-06,Desktop,True
5366,1792,4,297,2024-09-09,Tablet,True
5367,255,2,179,2024-09-12,Desktop,False
5368,1941,7,239,2024-06-03,Desktop,False
5369,1132,3,341,2024-05-09,Tablet,True
5370,1000,2,70,2024-06-20,Desktop,False
5371,763,2,19,2024-10-18,Desktop,False
5372,536,7,128,2024-08-08,Tablet,False
5373,1561,1,193,2024-02-02,Tablet,True
5374,1062,1,104,2024-11-11,Mobile,True
5375,574,10,170,2024-08-19,Mobile,True
5376,712,4,42,2024-04-30,Mobile,True
5377,1011,4,351,2024-05-10,Mobile,True
5378,231,7,123,2024-10-12,Mobile,True
